Crash_Date,Crash_Time,Aircraft_Type,Aircraft_SN,Base,Wing,Squadron,Mission_Type,Weapon,Target_Objective,Ceiling_Vis,Maneuver,Pass,Angle,Altitude,Airspeed,Mission_Phase,Where_Hit,Fire_Observed,Hit_Country,Loss_Country,Defense_Type,Pilot_Hit,Pilot_Rank,Pilot,Pilot_Egress,Pilot_Status,Pilot_Condition,Pilot_Recovered,Latitude,Longitude
1966-10-14,0157D,F-105D,624391,TKL,355TFW,354TFS,,_,Khe Bo highway bridge,/10,Level,1,0,2000,0,Return,_,Y,NVn,NVn,Automatic weapons (prob.),N,Maj,Taylor R. P.,Ejection,Recovered,Minor injuries,USAF Helo,18.983333333333334,104.81666666666666
1966-10-14,2315D,F-100D,553559,BHA,3TFW,308TFS,,Napalm,_,2000/5,_,0,0,0,0,At target,_,Y,SVn,SVn,Gunfire,N,Capt,Ellis M. R.,Ejection,KIA (chute failed),_,_,10.033333333333333,106.33333333333333
1966-10-18,D,HU-16B,517145,DNG,3ARGP,37ARRS,,_,_,/..,_,0,0,0,0,Return,_,_,SVn,SVn,Gunfire (poss. combat associated),_,Maj,Angstadt R. H.,_,KIA,_,_,,
1966-10-20,0028D,F-4C,637518,UBN,8TFW,433TFS,,_,Truck park,4500/10,Dive,2,45,0,0,At target,_,N,LS,LS,Automatic weapons,N,Maj,Breckenridge L.,Ejection,Recovered,Uninjured,USAF Helo,16.966666666666665,105.88333333333334
1966-10-20,0200D,A-1E,52132410,UDN,14ACW,602TFS,,_,RESCAP for Avenger 03,3500/5,_,0,0,2500,0,On station,_,_,LS,LS,Automatic weapons/small arms,p,Capt,Wagener D. R.,Crash,KIA,_,_,17.15,105.8
1966-10-20,0710D,F-104C,560918,UDN,8TFW,435TFS,,_,Storage area,7000/10,Pull up,0,0,1000,400,At target,Aft fuselage,_,LS,LS,Gunfire (prob. combat associated),p,Capt,Tofferi C. P.,Crash,KIA,_,_,19.466666666666665,103.06666666666666
1966-10-21,0158D,F-105D,610057,KRT,388TFW,469TFS,,_,Storage buildings,4000/10,Dive,2,30,0,0,At target,_,_,NVn,NVn,Gunfire,_,Capt,Earll D. J.,_,MIA,_,_,17.666666666666668,106.41666666666667
1966-10-26,0033D,F-100D,56316,PHR,35TFW,614TFS,,_,_,/..,_,1,0,0,0,At target,_,_,SVn,SVn,Gunfire (prob. combat associated),p,Capt,Morrison G. R. Jr,_,MIA,_,_,11.416666666666666,106.51666666666667
1966-10-27,0135D,F-105D,624396,TKL,355TFW,333TFS,,_,Road bypass,/15,Dive,0,40,6500,500,At target,_,Y,NVn,NVn,Gunfire,_,Maj,Johnson D. A.,Crash,KIA,_,_,17.55,106.45
1966-10-27,0947D,F-105D,600431,KRT,388TFW,421TFS,,_,Troop concentration,9000/15,Dive,0,30,2500,500,At target,_,N,LS,LS,Automatic weapons,N,Maj,Kline R. E.,Ejection,Recovered,Uninjured,USAF Helo,14.883333333333333,106.96666666666667
1966-10-31,0010D,UC-123,540597,TSN,315ACW,12ACS,,_,_,/6,Level,0,0,150,0,At target,_,N,SVn,SVn,Heavy automatic weapons,N,Capt,Davie T. E.,Crashlanded,Recovered,Minor injuries,USAF Helo,11.25,106.5
1966-10-31,0630D,O-1F,554669,BHA,6253TAS,19TASS,,_,_,/..,Takeoff,0,0,3000,0,Enroute,Left wing,N,SVn,SVn,Small arms,N,Capt,Knight P. G.,Crash,Recovered,Minor injuries,_,11.816666666666666,106.98333333333333
1966-11-02,0150D,F-105D,600469,KRT,388TFW,421TFS,,_,????nin,/..,Strafe,0,0,0,0,At target,_,_,NVn,NVn,Gunfire (prob. combat associated),p,Maj,Kline R. E.,_,MIA,_,_,22.066666666666666,104.46666666666667
1966-11-02,0150D,F-105D,624379,KRT,388TFW,421TFS,,_,Khe Se railroad bridge,/..,Strafe,0,0,4000,0,At target,_,_,NVn,LS,Gunfire,N,Capt,Loken R. F.,Ejection,Recovered,Minor injuries,USAF Helo,20.433333333333334,103.61666666666666
1966-11-03,0800D,RF-101C,560175,TSN,460TRW,45TRS,,_,DMZ,/..,Turn,0,0,7000,0,At target,_,Y,SVn,SVn,Gunfire,N,Capt,Haney D. J.,Ejection,Recovered,Minor injuries,USAF Helo,16.166666666666668,108.66666666666667
1966-11-04,0740D,F-105D,624366,KRT,388TFW,469TFS,,_,Xom Ca Trang highway bridge,5000/10,Dive,1,45,7000,500,At target,Fuselage,_,NVn,LS,Heavy 37/57mm AAA,N,Capt,Elmer D. A.,Ejection,Recovered,Minor injuries,USAF Helo,17.366666666666667,105.28333333333333
1966-11-04,0745D,F-105F,638273,KRT,388TFW,13TFS,,_,SAM site,5000/7,_,0,0,5000,0,At target,_,Y,NVn,NVn,37/57mm AAA (prob.),_,Maj,Brinckmann R. E.,_,KIA,_,_,21.4,106.2
1966-11-04,0814D,RF-101,560093,UDN,_,20TRS,,_,Highway bridge,/..,_,0,0,3000,0,Enroute,_,Y,NVn,NVn,SAM,_,Capt,Connolly V. J.,Ejection,MIA,_,_,20.75,105.75
1966-11-06,0047D,F-100D,553603,BHA,3TFW,416TFS,,_,Landing Zone preparation,/..,Strafe,0,0,0,0,At target,_,_,SVn,SVn,Automatic weapons (poss.),N,1Lt,Bankus G. K.,Ejection,Recovered,Minor injuries,Army Helo,11.5,106.21666666666667
1966-11-06,0810D,F-105D,605374,TKL,355TFW,_,,_,Anti-aircraft gun position,/..,Dive,0,0,7000,0,At target,Fwd fuselage,Y,NVn,SVn,37/57mm AAA,N,Capt,Carey W. G.,Crashlanded,Recovered DaNang,Minor injuries,_,16.083333333333332,108.08333333333333
1966-11-06,0840D,F-105D,605487,TKL,355TFW,_,,_,Iron Hand search,/..,_,0,0,4500,0,Enroute,_,_,NVn,NVn,AAA,N,Capt,Vizcarra V.,Ejection,Recovered,Minor injuries,USN Helo,17.5,106.15
1966-11-07,0535D,O-1E,564200,DNG,_,20TASS,,_,Tiger Hound area,2000/7,_,0,0,0,0,Return,_,_,SVn,SVn,Gunfire,p,Capt,Jacobsen D. L.,Crash,KIA,_,_,15.333333333333334,107.75
1966-11-09,0600D,O-1E,622489,NTR,_,21TASS,,_,Nha Trang,5000/15,_,0,0,0,0,Enroute,,_,SVn,SVn,50cal AAA,_,Capt,Swope C. F.,Crash,KIA,_,USAF Helo,16.783333333333335,106.61666666666666
1966-11-10,0845D,A-1E,52132633,PLK,14ACW,1ACS,,_,Pack animals,6800/7,Strafe,0,0,0,0,At target,_,Y,LS,LS,Gunfire,p,Capt,OBrien J. L.,Crash,KIA,_,_,15.383333333333333,107.2
1966-11-11,0105D,F-4C,640743,CRB,12TFW,559TFS,,Napalm,Gun emplacement,5000/5,_,1,0,3500,0,At target,_,Y,NVn,NVn,Heavy 37mm AAA,N,Capt,Biss R. I.,Ejection,POW (returned),_,_,17.066666666666666,106.96666666666667
1966-11-11,0105D,F-4,637616,CRB,12TFW,559TFS,,Napalm,Gun emplacement,5000/5,_,1,0,3500,0,At target,_,Y,NVn,NVn,Heavy 37mm AAA,N,1Lt,Butt R. L.,Ejection,POW,_,_,17.066666666666666,106.96666666666667
1966-11-11,0125D,A-1E,52132392,UDN,432TRW,602TFS,,_,RESCAP for Phantom 12 and 13,3000/5,Level,0,0,1500,160,On station,Left wing,Y,NVn,NVn,37/57mm AAA,N,Capt,Rosecrans R. P.,Ejection,Recovered,Minor injuries,USAF Helo,17.033333333333335,106.98333333333333
1966-11-11,0525D,F-105D,624313,TKL,355TFW,354TFS,,_,Bac Le railroad yard,/10,Level,0,40,4500,550,Return,Center fuselage,Y,NVn,NVn,Gunfire,N,Maj,Mearns A. S.,Ejection,MIA,_,_,21.383333333333333,106.91666666666667
1966-11-15,0730D,A-1E,52132454,UDN,432TRW,602ACS,,_,Route 911,3500/11,Level,0,0,2000,0,Enroute,Left wing,Y,LS,LS,Automatic weapons,N,Capt,Fowler G. E.,Ejection,Recovered,Minor injuries,USAF Helo,17.116666666666667,106.03333333333333
1966-11-16,0330D,A-1G,52132600,NKP,14ACW,_,,_,None,/..,Level,0,0,2500,0,Transit,Center fuselage,_,LS,LS,Automatic weapons,p,LtCol,Smith C. A.,Ejection,Recovered,Uninjured,USAF Helo,15.383333333333333,106.63333333333334
1966-11-16,0545D,F-100D,563431,PHR,35TFW,614TFS,,Napalm,Paul Revere IV area,2000/12,_,1,0,300,0,At target,_,Y,SVn,SVn,Gunfire,N,Capt,Moose D. B.,Ejection,Recovered,Minor injuries,Army Helo,14.033333333333333,107.38333333333334
1966-11-22,0353D,F-4C,640755,DNG,366TFW,480TFS,,_,Ha Gia POL storage,/15,Level,0,0,14000,420,Enroute,Tail,Y,NVn,NVn,SAM,_,1Lt,Wilson G. S.,_,KIA,_,_,21.5,105.81666666666666
1966-11-22,0400D,A-1G,52134997,PLK,14ACW,1ACS,,_,_,/..,Dive,0,0,0,0,At target,,Y,SVn,SVn,Gunfire (prob.),N,Capt,Armstrong R. H.,Crashlanded,Recovered,_,_,16.166666666666668,108.33333333333333
1966-11-23,0730D,O-1E,564188,THA,_,21TASS,,_,Support 101 Airborne Division,2500/7,_,0,0,0,0,Enroute,_,_,SVn,SVn,Gunfire,N,Capt,Disbrow D. E.,_,Recovered,Minor injuries,USAF Helo,13.466666666666667,108.81666666666666
1966-11-26,0818D,C-123,564367,TSN,315ACW,19ACS,,_,Not applicable,/..,_,0,0,1000,0,Enroute,_,_,SVn,SVn,50cal AAA,N,Capt,Nagel R. A. Jr,Crashlanded,Recovered,Minor injuries,_,11.45,106.36666666666666
1966-11-29,0725D,A-1E,52133926,UDN,432TRW,602TFS,,_,Truck park,/15,Dive,0,30,5000,0,At target,Center fuselage,Y,LS,LS,Gunfire,N,Capt,Roper J. M.,Crash,KIA,_,u Helo,19.1,102.95
1966-12-02,0130D,RF-4C,650829,UDN,432TRW,11TRS,,_,_,3500/11,_,0,0,0,0,_,_,_,NVn,NVn,(Combat associated),_,Capt,Gregory R. R.,_,POW (died),_,_,21.333333333333332,104.25
1966-12-02,0649D,F-105D,591820,KRT,388TFW,34TFS,,_,Phuc Yen POL storage,9000/7,Dive,0,0,6000,0,At target,Tail,Y,NVn,NVn,37mm AAA,p,Capt,Moorberg M. L.,Crash,KIA,_,_,21.25,105.53333333333333
1966-12-02,0700D,F-4C,640663,DNG,366TFW,389TFS,,_,Phuc Yen POL storage,10000/10,Level,0,0,19000,450,Return,Center tail,Y,NVn,NVn,SAM,N,Maj,Burns D. R.,Ejection,POW (returned),_,_,21.833333333333332,105.33333333333333
1966-12-02,0650D,F-4C,640753,DNG,366TFW,480TFS,,_,Phuc Yen POL storage,7000/..,Orbit,0,0,18000,450,On station,_,Y,NVn,NVn,SAM,_,Capt,Flesher H. K.,Ejection,POW (returned),_,_,21.333333333333332,105.83333333333333
1966-12-03,0630D,F-4C,637608,CRB,12TFW,559TFS,,_,Escort for EB-66,1000/..,Orbit,0,0,0,0,On station,_,Y,NVn,NVn,SAM (poss. combat associated),p,Capt,Cordier K. W.,Ejection,POW (returned),_,_,21.5,105.0
1966-12-05,0550D,RF-101,560165,UDN,432TRW,20TRS,,_,Ha Gia POL storage,/15,Jink,0,0,3000,550,Return,_,Y,NVn,NVn,Gunfire,p,Capt,Warren A. L.,Ejection,MIA,_,_,21.683333333333334,104.76666666666667
1966-12-05,0852D,F-105D,624331,KRT,388TFW,421TFS,,_,_,/10,_,0,0,10000,0,Enroute,_,Y,NVn,NVn,MiG cannon fire (prob. MiG-17),_,Maj,Begley B. N.,_,MIA,_,_,21.5,105.13333333333334
1966-12-06,0330D,RF-4C,650819,UDN,432TRW,11TRS,,_,_,/10,_,0,0,4500,480,Enroute,_,_,NVn,NVn,Automatic weapons,N,LtCol,Dyke T. W.,Ejection,Recovered,Minor injuries,USAF Helo,21.533333333333335,105.86666666666666
1966-12-07,0728D,F-5,638429,BHA,3TFW,10FCS,,Napalm,_,12000/4,_,0,0,200,0,At target,_,N,SVn,SVn,Small arms,N,Capt,Swift D. D.,Ejection,KIA (chute failure),_,USAF,11.133333333333333,106.9
1966-12-07,0622D,F-5,6510520,BHA,3TFW,10FCS,,_,Supply pt huts and bunkers,5000/15,Dive,1,40,1600,0,At target,_,N,SVn,SVn,Small arms,p,Capt,Carlson J. W.,Crash,KIA,_,_,11.216666666666667,106.66666666666667
1966-12-08,1719N,F-4C,637544,DNG,366TFW,480TFS,,_,_,4500/10,Takeoff,0,0,3100,300,Enroute,Left fuselage,Y,SVn,SVn,Gunfire,N,Maj,Young J. K. Jr,Ejection,Recovered,Minor injuries,USAF Helo,15.966666666666667,108.2
1966-12-08,0602D,B-57,521590,PHR,405TFW,8TBS,,_,_,2000/10,_,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,N,Maj,Wilkensen L. R.,Ejection,Recovered,Minor injuries,USN Ship,8.883333333333333,105.23333333333333
1966-12-08,0824D,F-105D,591725,TKL,355TFW,354TFS,,_,Road segment,/5,_,0,0,1500,0,Return,_,_,NVn,NVn,37mm AAA (poss. MiG),_,LtCol,Asire D. H.,_,KIA,_,_,21.666666666666668,105.61666666666666
1966-12-08,0705D,F-100,563063,BHA,3TFW,510TFS,,Napalm,Troops in contact,3500/15,_,1,0,500,0,At target,_,_,SVn,SVn,Small arms,p,Capt,Hyde M. L.,Crash,KIA,_,_,10.15,106.55
1966-12-11,1554N,F-4C,637533,DNG,366TFW,480TFS,,_,Roads,2000/5,Level,0,0,3000,300,At target,_,Y,NVn,Sea,Gunfire,N,Capt,Woodcock G. E.,Ejection,Recovered,Minor injuries,USN Ship,17.55,106.91666666666667
1966-12-11,0900D,F-100,553787,BHA,3TFW,90TFS,,_,_,/..,Climb,0,0,2200,0,At target,_,_,SVn,SVn,Heavy automatic weapons,N,Capt,Belford A. E.,Ejection,Recovered,Minor injuries,USAF Helo,11.25,106.41666666666667
1966-12-13,0807D,F-105D,610187,KRT,388TFW,421TFS,,_,Yen Vien RR class yard,5000/5,Climb,4,0,16000,500,Return,Forward u,N,NVn,NVn,SAM,N,Capt,Waters S. E.,Ejection,KIA,_,_,20.866666666666667,105.41666666666667
1966-12-14,0804D,F-102,561389,DNG,405TFW,64FIS,,_,_,/..,Takeoff,0,0,1000,0,Enroute,Fuselage,Y,SVn,Sea,Gunfire,N,Capt,Seyer D. J.,Ejection,Recovered,_,USN Ship,16.533333333333335,107.78333333333333
1966-12-14,0845D,F-105D,600502,TKL,355TFW,357TFS,,_,Yen Vien RR class yard,6000/5,_,0,0,7000,550,Return,_,_,NVn,NVn,AA-missile (prob. MiG-21),N,Capt,Cooley R. B.,Ejection,Recovered,Minor injuries,USAF Helo,20.766666666666666,105.08333333333333
1966-12-14,1055Ds,A-26,6417672,NKP,1ACW,603ACS,,_,Interdiction point,10000/15,Pull up,0,0,1500,0,At target,Right wing,Y,LS,LS,Heavy automatic weapons,N,LtCol,Howarth A. R.,Ejection,Recovered,Uninjured,USAF Helo,16.866666666666667,105.75
1966-12-30,0220D,A-1G,52132605,PLK,14ACW,1ACS,,Napalm,Bunkers,/..,_,5,0,2400,0,At target,_,Y,SVn,SVn,Gunfire,_,Capt,Maxson E. R.,Ejection,Recovered,Uninjured,Army Helo,11.05,108.45
1967-01-02,0318D,O-1F,572858,NKP,504TASG,23TASS,,_,_,3300/15,_,0,0,3100,0,_,_,_,LS,LS,Automatic weapons,N,1Lt,Menges G. B.,_,MIA,_,_,17.216666666666665,105.66666666666667
1967-01-06,0620D,RF-4C,641078,UDN,432TRW,11TRS,,_,Railroad bridge,5000/5,_,0,0,4700,500,At target,_,Y,NVn,THL,Gunfire,N,Capt,Groves W. J.,Ejection,Recovered,Uninjured,USAF Helo,20.766666666666666,103.85
1967-01-08,2150N,AC-47,4349124,DNG,14ACW,4ACS,,_,Target at 10859E/1446N,2500/3,_,0,0,0,0,At target,Center fuselage,Y,SVn,SVn,50cal AAA (prob.),_,Capt,Robertson C. W.,Crashlanded,KIA,_,_,14.783333333333333,108.98333333333333
1967-01-10,0730D,F-105D,624265,KRT,388TFW,34TFS,,_,Supply area,4000/4,Dive,1,45,7000,500,At target,_,_,LS,LS,Light gunfire,_,Capt,Gauley J. P.,Ejection,KIA (chute failure),_,USAF Helo,19.133333333333333,103.68333333333334
1967-01-13,0208D,F-100D,563448,PHR,35TFW,352TFS,,Napalm,VietCong supply area,/15,_,1,20,800,0,At target,_,Y,SVn,SVn,Light gunfire (unknown type),_,Capt,Turley M. V.,Crash,KIA,_,_,10.533333333333333,107.41666666666667
1967-01-15,0833D,F-105,600440,TKL,355TFW,333TFS,,_,Storage buildings,/5,Pull up,1,0,3000,500,At target,Right wing,N,LS,THL,Light small arms,N,Capt,Hawkins G. L.,Ejection,Recovered,Minor injuries,_,18.1,103.38333333333334
1967-01-16,0659D,RF-4C,650818,UDN,432TRW,11TRS,,_,_,/..,_,0,0,0,0,_,_,_,NVn,NVn,Gunfire,N,Capt,Storey T. G.,Ejection,POW (returned),_,_,21.8,106.35
1967-01-16,0713D,RF-4C,650883,UDN,432TRW,11TRS,,_,Railroad yard,/..,_,0,0,0,0,_,_,_,NVn,u,(Combat associated),_,Capt,Welch R. J.,_,MIA,_,_,,
1967-01-17,0155D,O-1F,572789,NKP,_,23TASS,,_,Gun site,4200/5,Level,0,0,3500,85,At target,Left wing,_,LS,LS,Heavy 37mm AAA,_,1Lt,Krogman A. R.,Crash,KIA,_,_,17.033333333333335,105.96666666666667
1967-01-17,0223D,T-28D,491604,NKP,634CSG,606TASS,,_,SAR for Nail 48,4000/4,Orbit,0,0,2000,220,On station,Right wing,N,LS,LS,37mm AAA,_,Capt,Cogdell W. K.,Crash,KIA,_,_,17.033333333333335,105.96666666666667
1967-01-17,0810D,RF-4C,650888,UDN,432TRW,11TRS,,_,Target at 10534E/2052N,/..,_,0,0,0,0,_,_,_,NVn,u,(Combat associated),_,Maj,Wright G. G.,_,KIA,_,_,,
1967-01-19,0805D,F-4,640845,DNG,366TFW,390TFS,,_,Kep airfield,/5,Level,0,0,14000,540,On station,_,Y,NVn,NVn,Heavy 85mm AAA (possibly SAM),p,Capt,Jayroe J. S.,Ejection,POW (returned),_,_,21.216666666666665,106.13333333333334
1967-01-20,0615D,O-1G,514851,PLK,504TAS,21TASS,,_,Troops,10000/7,_,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,_,1Lt,Abramoff A. J.,Crash,KIA,_,_,14.816666666666666,108.1
1967-01-21,0100D,F-105,624239,TKL,355TFW,354TFS,,_,Railroad segment,12000/5,_,0,0,11000,450,At target,_,N,NVn,NVn,SAM,p,LtCol,Conley E. O.,Crash,KIA,_,_,21.533333333333335,105.76666666666667
1967-01-21,0640D,B-57,521557,PHR,35TFW,13TBS,,Napalm,Bridge,/25,_,5,0,2500,0,At target,Left wing,N,SVn,SVn,Gunfire,p,Capt,Cooper G. G.,Crash,KIA,_,_,11.616666666666667,106.03333333333333
1967-01-21,0830D,F-105D,581156,KRT,388TFW,421TFS,,_,Railroad yard,/10,Level,0,0,12500,430,Enroute,Fuselage,N,NVn,Sea,Heavy aimed 85/100mm AAA (poss. combat associated),N,Capt,Wyatt W. R.,Ejection,Recovered,Major injuries,USN,19.5,106.75
1967-01-21,0822D,F-4C,640810,DNG,366TFW,480TFS,,_,MIGCAP,11000/10,Level,0,0,10000,500,At target,Right fuselage,Y,NVn,NVn,Heavy aimed 85/100mm AAA,N,Capt,Baugh W. J.,Ejection,POW (returned),_,_,21.6,106.46666666666667
1967-01-23,0030D,F-4C,640773,UBN,8TFW,497TFS,,_,MiG sweep,6500/..,Climb,0,0,14000,525,Enroute,_,Y,NVn,NVn,SAM,p,1Lt,Bridger B. B.,_,POW (returned),_,_,21.166666666666668,105.61666666666666
1967-01-26,0604D,F-100D,552911,PHR,35TFW,612TFS,,_,VietCong structures,/15,Dive,1,0,5600,0,At target,Aft fuselage,Y,SVn,Sea,Gunfire,p,Capt,Morgan T. R.,_,MIA,_,_,12.133333333333333,108.7
1967-01-26,2324D,F-100,553541,BHA,3TFW,531TFS,,_,VietCong base camp,/7,Dive,0,0,0,0,At target,_,_,SVn,SVn,Gunfire,p,Maj,Nabors J. C.,Crash,KIA,_,_,11.2,106.66666666666667
1967-01-27,0750D,F-4C,637709,DNG,366TFW,480TFS,,_,Water-borne logistic craft,/..,Pull up,0,0,2500,450,Return,Right wing,Y,NVn,NVn,Automatic weapons,_,Maj,Hargrove J. A.,Ejection,Recovered,Uninjured,USAF Helo,17.2,107.06666666666666
1967-01-29,0708D,F-105F,624420,TKL,355TFW,354TFS,,_,Thai Nguyen railroad yard,/4,_,0,0,4500,0,Enroute,_,N,NVn,NVn,Gunfire (prob. combat associated),N,Maj,Biediger L. W.,Ejection,KIA,_,_,21.966666666666665,105.41666666666667
1967-01-30,0150D,F-105,591768,KRT,388TFW,469TFS,,_,Choke point,/10,Pull up,0,30,10000,0,At target,_,Y,LS,THL,Gunfire,_,Maj,Thurman W. E.,Ejection,Recovered,Uninjured,USAF Helo,17.116666666666667,103.31666666666666
1967-01-31,0230D,UC-123,540611,DNG,315ACW,12ACS,,_,Mountain pass,/10,Level,3,0,150,130,At target,,N,LS,LS,Light aimed small arms (unknown type),_,Maj,Walker L. F.,Crash,KIA,_,_,16.566666666666666,106.23333333333333
1967-02-04,0748D,EB-66C,550387,TKL,432TRW,41TRS,,_,Not applicable,5000/15,Level,0,0,30000,0,Enroute,Center fuselage,Y,NVn,NVn,SAM,_,Capt,Fer J.,_,POW (returned),_,_,22.133333333333333,105.83333333333333
1967-02-06,0300D,O-1F,572807,NKP,634CSG,23TASS,,_,Ford,/4,Level,0,0,7000,0,At target,Aft fuselage,N,NVn,NVn,Heavy barrage automatic weapons (prob. 57mm AAA),N,Capt,Heiskell L. L.,Ejection,KIA,_,USAF Helo,17.75,105.81666666666666
1967-02-08,0445D,RF-101,560203,TSN,460TRW,45TRS,,_,Coastal reconnaissance,6000/4,Level,0,0,4500,500,Return,Fuselage,Y,NVn,Sea,AAA,N,Capt,Rogers J. H. Jr,Ejection,Recovered,Minor injuries,USN Ship,17.666666666666668,106.66666666666667
1967-02-12,0028D,F-100D,563925,BHA,3TFW,510TFS,,Napalm,VietCong base camp,/10,_,2,0,400,0,At target,_,_,SVn,SVn,Gunfire,p,1Lt,Yeingst P. J.,Crash,KIA,_,_,10.616666666666667,107.11666666666666
1967-02-12,0350D,F-100D,563451,THA,31TFW,306TFS,,Napalm,Equipment on river,/15,_,1,50,4200,510,At target,Left wing,N,LS,LS,Gunfire,p,Capt,Weissmueller C. E.,_,MIA,_,_,14.733333333333333,107.13333333333334
1967-02-15,0130D,F-100D,553714,THA,31TFW,309TFS,,_,Support of Operation Tucson,7000/5,Dive,0,15,0,0,At target,_,N,SVn,SVn,Light gunfire,N,1Lt,Hepler W. H.,Ejection,Recovered,Uninjured,USAF Helo,13.066666666666666,109.33333333333333
1967-02-16,0440D,F-100D,562907,THA,31TFW,309TFS,,_,Truck park,2000/8,Strafe,1,0,5000,0,At target,_,Y,LS,LS,Heavy automatic weapons,N,Col,Buzze F. C.,Ejection,Recovered,Minor injuries,USAF Helo,15.866666666666667,106.7
1967-02-18,0122D,F-105F,638262,KRT,388TFW,_,,_,SAM site,6000/..,Pull up,1,0,12000,450,At target,Right wing,Y,NVn,NVn,SAM,_,Capt,Duart D. H.,Ejection,POW (returned),_,_,18.566666666666666,105.86666666666666
1967-02-19,0920D,F-100D,562927,PHR,35TFW,614TFS,,_,VietCong base camp,/15,Level,0,0,3000,0,Return,_,N,SVn,Sea,Small arms (poss.),N,Capt,Kouch D. B.,Ejection,Recovered,Minor injuries,USAF Helo,11.5,109.0
1967-02-21,2030N,A-26,6417668,NKP,634CSG,606ACS,,_,Trucks and gun position,/2,Strafe,0,0,1200,0,At target,Right engine,Y,LS,THL,50cal AAA,N,Capt,McCleskey J. L.,Ejection,Recovered,Minor injuries,USAF Helo,17.383333333333333,104.71666666666667
1967-02-21,2030N,A-26A,6417669,NKP,634CSG,606ACS,,_,Escort for damaged aircraft,/2,Level,0,0,0,0,Return,,Y,LS,THL,50cal AAA,_,Capt,Campbell D. S.,Crash,KIA,_,_,17.366666666666667,104.7
1967-02-23,0715D,O-1E,564182,KSN,504TAS,20TASS,,_,Tally Ho area,/15,Takeoff,0,0,50,0,Enroute,_,_,SVn,SVn,Gunfire,N,Capt,Zeigler G. L.,Ejection,Recovered,Minor injuries,_,16.616666666666667,106.73333333333333
1967-02-24,0950D,F-4C,640801,CRB,12TFW,391TFS,,_,Sampans and structures,5000/15,Strafe,4,0,2000,0,At target,_,N,SVn,SVn,Gunfire,N,Capt,Hudson D. B.,Ejection,Recovered,Uninjured,USAF Helo,9.716666666666667,105.2
1967-02-24,1004D,O-1G,515078,NTR,504TAS,21TASS,,_,Ambush site,/10,_,0,0,0,0,Enroute,_,_,SVn,SVn,Gunfire,p,Capt,Wilbanks H. A.,Crash,KIA,_,Army Helo,11.566666666666666,108.03333333333333
1967-02-25,0950D,A-1G,52132625,PLK,14ACW,1ACS,,_,Road reconnaissance,3000/5,Turn,0,0,4500,0,At target,_,_,LS,LS,Automatic weapons (poss.),_,LtCol,Hart J. L.,Crash,KIA,_,_,16.266666666666666,106.85
1967-02-28,0455D,O-1E,564195,DHA,504TAS,20TASS,,_,Supply storage,800/2,_,0,0,0,0,_,_,_,SVn,SVn,Gunfire (prob.),N,Capt,Mays R. C.,Ejection,Recovered,Uninjured,USAF Helo,16.633333333333333,106.91666666666667
1967-02-28,0810D,F-4C,640764,CRB,12TFW,558TFS,,_,Road segment,4500/10,Dive,2,45,4500,450,At target,Tail,Y,LS,LS,Gunfire,N,Maj,Clayton J. F.,Ejection,Recovered,Minor injuries,USAF Helo,16.533333333333335,106.23333333333333
1967-02-28,0839D,F-105D,591766,KRT,388TFW,421TFS,,_,Trucks,/..,Dive,0,0,0,0,At target,Aft section,Y,NVn,NVn,Gunfire,N,Capt,Walbridge J. S.,Ejection,Recovered,Minor injuries,USAF Helo,17.716666666666665,105.61666666666666
1967-03-03,1320N,F-4C,637656,UBN,8TFW,497TFS,,_,Boats,/4,Dive,2,0,0,0,At target,_,Y,NVn,NVn,Gunfire (combat associated),p,Maj,Richardson F. W.,_,MIA,_,_,17.75,106.4
1967-03-04,0026D,F-105D,624274,TKL,355TFW,357TFS,,_,Truck,/3,Dive,0,0,6000,420,At target,Center fuselage,Y,LS,LS,37mm AAA,_,Maj,Carlock R. L.,Crash,KIA,_,_,19.483333333333334,104.0
1967-03-09,1013D,RC-47,4349201,NTR,460TRW,361TRS,,_,Not applicable,1500/3,Level,0,0,0,0,Enroute,_,_,SVn,SVn,Gunfire,_,Maj,Freeman I. D.,Crashlanded,KIA,_,_,14.666666666666666,108.98333333333333
1967-03-10,0750D,F-105F,638335,TKL,355TFW,354TFS,,Shrike,SAM site (VN-126),/6,_,0,0,3000,540,At target,Right wing,_,NVn,NVn,Heavy 85mm AAA,_,Maj,Everson D.,_,POW (returned),_,_,21.733333333333334,105.83333333333333
1967-03-10,0800D,F-4C,640839,UBN,8TFW,433TFS,,_,Thai Nguyen iron works,7000/5,Pull up,0,0,4500,490,At target,_,N,NVn,LS,Heavy aimed AAA,N,Capt,Pardo J. R.,Ejection,Recovered,Minor injuries,USAF Helo,19.683333333333334,103.73333333333333
1967-03-10,0803D,F-4C,637653,UBN,8TFW,433TFS,,_,Thai Nguyen iron works,/5,_,0,0,12000,540,Enroute,_,N,NVn,LS,AAA,N,Capt,Aman E. D.,_,Recovered,Uninjured,USAF Helo,19.75,103.73333333333333
1967-03-11,0802D,F-105D,600443,TKL,355TFW,333TFS,,_,Thai Nguyen iron works,/..,Pull up,0,0,5000,0,At target,_,_,NVn,NVn,Heavy 57mm AAA,_,Capt,Greene C. E. Jr,Ejection,POW (returned),_,_,21.55,105.66666666666667
